"studentID","meas","Iv1_state","Av1_state","Uv1_state","Co1_state","Co2_state","Angst_abbruch_state","Angst_scheitern_state","Leist_verstehen_state","Leist_bearbeiten_state","Leist_stress_state","Leist_ueberfordert_state","Wiss_kommilitonen_state","Wiss_mathe_state","PANP01_state","PANP05_state","PANP08_state","PANN01_state","PANN05_state","PANN09_state","Block2_lerngruppe_state","Block2_abschreiben_state","Block2_durchhaltevermoegen_state","Block2_vorNachbereitung_state","Block2_zeitaufwand_state","Block2_anwesenheit_state","Block2_gruppe_state","Summe","event"
"student18",61,3,2,2,3,3,1,4,3,3,3,2,2,2,3,3,4,3,3,4,3,3,3,2,3,3,1,61,0
"student18",64,2,2,2,3,3,1,4,2,2,3,2,2,2,2,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",66,2,2,2,4,3,1,4,2,2,3,1,1,2,3,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",68,2,2,2,3,3,1,4,2,3,3,2,2,2,3,3,4,3,3,4,3,4,2,2,5,3,1,66,0
"student18",73,2,2,3,3,3,1,4,2,3,3,2,2,2,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",80,2,2,2,3,3,1,4,2,3,3,2,2,2,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",85,3,2,2,2,2,1,4,3,2,3,1,1,2,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",87,3,2,3,2,2,1,3,3,2,3,2,1,2,3,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",89,3,2,3,2,2,1,4,3,2,3,2,1,2,4,3,3,4,3,3,2,2,2,4,11,3,1,NA,0
"student18",92,3,3,3,2,2,1,4,3,2,3,2,1,2,4,3,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",94,2,2,3,3,3,1,4,2,3,3,2,1,2,3,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",96,2,2,3,3,3,1,2,2,2,3,2,2,2,3,3,4,3,3,3,3,3,2,1,4,3,2,77,0
"student18",99,2,2,3,3,3,1,4,2,3,3,2,2,2,2,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",101,3,3,3,2,2,1,3,3,3,3,2,2,2,2,3,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",103,3,3,3,2,2,1,3,3,3,3,2,2,2,2,2,4,2,2,3,3,3,2,1,6,3,1,NA,0
"student18",106,2,2,3,3,2,1,3,2,3,3,2,2,2,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",108,3,2,3,3,3,1,3,2,2,3,1,2,2,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",110,2,2,3,3,3,1,3,2,3,3,2,2,2,2,2,3,2,2,3,3,4,3,1,6,3,1,NA,0
"student18",113,2,2,2,2,3,1,3,2,4,3,2,2,2,3,2,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",115,3,3,2,2,2,1,2,3,4,3,3,2,2,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",117,3,3,3,2,2,1,3,3,3,3,2,2,2,3,3,3,4,3,3,2,3,2,1,2,3,1,NA,0
"student18",120,2,3,3,2,2,1,3,2,3,3,2,2,2,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",122,3,3,3,2,3,1,3,2,3,3,2,2,2,3,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",127,3,3,3,2,2,1,3,3,3,3,3,2,2,3,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",129,3,3,3,2,2,1,3,3,3,3,2,2,2,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student18",131,3,3,2,2,2,1,2,3,3,2,3,3,2,4,3,4,2,1,2,1,3,1,4,24,1,2,NA,0
"student19",8,4,4,3,3,1,1,1,3,3,2,3,3,3,4,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",10,2,4,2,4,3,1,2,2,3,2,1,3,3,4,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",12,2,4,2,4,3,2,3,2,3,3,1,2,3,4,3,2,1,1,1,4,3,1,3,15,3,1,72,0
"student19",15,2,4,3,3,2,1,1,3,3,2,3,2,2,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",22,2,4,2,4,3,2,2,2,3,4,1,2,2,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,0
"student19",29,3,4,2,4,3,2,3,2,2,4,1,2,2,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",31,2,4,2,4,3,2,2,3,4,3,2,2,2,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",33,3,4,3,3,2,2,2,3,3,3,3,3,3,4,3,3,1,1,1,4,2,2,4,24,3,1,90,0
"student19",36,3,4,3,3,2,1,2,3,3,2,3,3,3,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",38,4,4,1,1,1,1,1,4,4,3,3,3,2,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",40,3,4,1,3,2,1,1,2,3,2,2,2,2,4,3,3,1,1,1,4,2,2,3,15,3,1,45,0
"student19",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0
"student19",50,3,4,4,2,1,2,3,3,3,3,1,2,3,4,4,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",52,2,4,3,4,3,2,3,2,3,3,1,2,2,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",57,3,4,2,4,3,2,3,2,3,3,1,2,2,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",59,3,4,2,3,2,2,3,3,3,2,2,2,2,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",61,3,4,2,3,1,2,2,3,3,2,2,3,3,4,3,4,1,1,1,4,3,2,3,30,3,1,93,0
"student19",64,2,4,2,4,3,2,2,3,3,2,3,2,2,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",66,2,4,2,4,3,2,2,2,2,3,2,4,3,5,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0
"student19",85,2,4,2,4,3,1,1,2,2,3,3,3,3,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",87,2,4,2,4,3,2,1,2,2,3,3,3,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",89,2,4,2,4,3,2,3,2,2,4,1,2,1,3,3,3,4,2,4,1,2,2,4,40,3,1,NA,0
"student19",92,2,4,2,4,2,2,2,3,3,3,3,2,2,4,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",94,2,4,3,3,3,3,4,2,2,4,1,1,1,2,2,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",96,3,4,3,3,2,2,3,2,2,4,1,1,1,2,3,2,3,3,4,2,2,2,3,30,3,1,NA,0
"student19",99,2,4,3,4,3,2,3,2,3,3,2,2,2,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",101,2,4,3,4,2,2,3,2,3,3,1,2,2,3,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",103,3,4,2,4,2,2,3,3,3,3,2,2,2,3,3,3,1,1,4,2,4,1,3,40,3,1,NA,0
"student19",106,3,4,2,4,3,2,2,2,2,3,2,2,2,4,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",110,2,4,3,4,2,2,2,3,3,3,1,2,2,3,3,3,1,2,4,1,2,3,3,30,2,1,NA,0
"student19",113,2,4,3,4,3,2,2,3,2,3,2,1,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",115,2,4,2,4,3,2,2,2,2,3,2,2,2,3,3,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",117,3,4,2,4,3,1,2,2,2,2,3,2,2,2,3,3,1,1,4,1,3,2,4,30,1,1,NA,0
"student19",120,3,4,3,3,2,2,3,3,3,2,3,2,2,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",122,2,4,2,4,3,2,3,2,2,2,3,2,2,3,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",124,2,4,2,4,3,2,3,2,2,3,2,1,1,2,2,2,3,2,4,1,2,3,4,30,1,2,NA,0
"student19",127,1,1,1,1,1,2,3,1,1,3,2,2,2,2,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",129,1,1,1,1,1,2,3,1,1,3,2,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student19",131,1,1,1,1,1,2,4,1,1,1,2,1,1,2,2,2,4,4,4,1,1,1,1,40,1,1,NA,1
"student2",8,3,3,3,4,4,2,4,2,2,2,2,1,1,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",10,3,3,2,4,3,2,4,2,2,3,3,2,2,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",12,2,2,2,4,4,2,4,2,2,4,1,1,1,4,4,3,4,4,4,3,2,2,3,14,3,1,88,0
"student2",15,2,2,2,4,4,4,4,1,1,4,1,2,1,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",17,3,3,3,4,4,3,4,2,2,4,1,1,1,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",22,1,2,1,4,4,4,4,1,1,4,1,1,NA,3,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",24,2,2,2,4,4,4,4,2,2,4,1,1,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",26,2,2,2,4,4,4,4,1,2,4,1,1,1,4,4,4,4,4,4,3,2,2,4,14,3,1,63,0
"student2",33,1,1,1,4,4,4,4,1,1,4,1,1,1,3,4,3,5,5,5,3,1,2,3,10,3,1,75,0
"student2",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0
"student2",43,3,2,2,4,4,3,4,2,3,4,1,2,2,5,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0
"student2",52,3,2,3,4,4,3,3,2,2,4,1,1,1,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0
"student2",59,3,3,3,4,4,2,3,2,3,3,2,2,2,5,5,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0
"student2",66,1,1,1,4,4,2,4,1,1,4,1,2,1,4,4,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0
"student2",96,2,2,2,4,4,2,4,2,2,4,1,1,1,5,5,5,5,4,4,4,2,3,3,25,3,1,60,0
"student2",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0
"student2",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"student2",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student20",8,3,3,3,2,2,1,2,4,3,2,4,3,3,4,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student20",10,4,4,3,2,2,1,2,4,4,1,4,3,3,5,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student20",12,4,3,3,2,1,1,2,4,4,2,4,3,3,4,4,4,1,1,1,2,4,1,3,10,3,1,93,0
"student20",15,3,3,3,2,1,1,2,4,4,2,4,3,3,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student20",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0
"student20",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0
"student20",36,4,4,3,2,1,1,1,4,4,2,3,4,3,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student20",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0
"student20",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0
"student20",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0
"student20",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0
"student20",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0
"student20",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0
"student20",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0
"student20",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"student20",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",8,2,3,3,3,4,3,4,1,1,4,2,1,1,4,4,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",10,1,2,4,4,4,3,4,1,1,4,1,1,1,4,4,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0
"student21",15,2,3,3,3,4,2,3,1,2,4,1,2,2,3,2,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",19,2,2,4,4,4,3,3,1,2,4,1,1,1,3,4,2,5,5,5,2,1,3,3,10,2,1,NA,0
"student21",22,2,3,4,3,3,2,3,1,2,4,1,1,1,4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",24,1,2,3,3,4,4,4,1,2,4,1,1,1,3,4,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",26,1,1,4,4,4,4,3,1,2,4,1,1,1,4,3,2,2,3,2,4,1,4,2,8,3,1,66,0
"student21",31,1,1,3,4,4,3,4,1,1,4,1,1,1,3,4,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",33,2,3,3,4,4,3,3,2,3,4,1,1,1,3,2,2,4,5,5,4,3,4,3,20,3,1,91,0
"student21",40,3,4,2,4,4,4,4,1,2,4,1,1,1,2,4,2,5,5,5,4,1,4,2,25,3,1,46,0
"student21",43,2,1,2,4,4,4,4,1,1,4,1,1,1,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",45,2,1,2,4,4,4,4,1,1,2,1,1,1,4,4,4,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student21",47,1,1,1,4,4,4,4,1,1,4,1,1,1,2,2,2,3,3,3,3,1,4,2,10,3,1,NA,1
"student21",50,1,1,2,4,4,4,4,1,1,4,1,1,1,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",52,1,1,2,3,3,4,4,1,1,3,2,1,1,3,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",54,1,1,1,4,4,4,4,1,1,2,1,1,1,3,3,3,3,2,2,1,1,4,1,0,2,2,NA,1
"student21",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",64,1,1,2,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",66,1,1,2,4,4,4,4,1,1,2,1,1,1,2,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",68,1,1,2,4,4,4,4,1,1,1,1,1,1,2,2,2,4,4,4,1,1,4,1,0,1,2,NA,1
"student21",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student21",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student22",8,2,3,1,4,4,3,4,2,2,4,1,2,1,4,4,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",10,3,4,3,4,3,2,3,2,2,4,1,2,2,3,5,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",12,2,2,1,4,4,2,4,1,2,4,1,2,2,3,5,2,1,1,3,4,3,2,4,20,3,1,93,0
"student22",15,2,2,2,4,4,3,4,2,2,4,1,2,1,3,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",17,2,3,1,4,4,3,3,2,1,4,1,2,2,3,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",19,3,3,1,4,4,2,2,2,2,4,1,2,2,3,3,4,2,1,2,3,4,2,4,20,3,1,NA,0
"student22",22,2,3,2,4,4,2,3,1,2,4,1,3,2,4,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",24,2,3,2,4,4,2,3,2,1,4,1,2,2,3,5,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",26,2,2,1,4,4,3,4,2,1,4,1,3,1,3,5,2,1,4,4,4,3,2,4,30,3,1,100,0
"student22",29,2,4,1,4,4,3,4,1,1,4,1,2,2,3,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",31,2,3,1,4,4,3,4,2,1,4,2,2,2,5,5,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",33,2,3,1,4,4,3,3,2,2,3,1,2,2,4,5,3,2,2,4,3,3,3,4,30,3,1,93.5,0
"student22",36,2,3,2,4,4,3,4,1,2,3,1,2,3,5,5,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0
"student22",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,0
"student22",50,3,3,3,4,3,2,3,3,2,3,2,3,1,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",52,3,3,2,3,3,2,3,2,2,3,2,2,2,4,5,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0
"student22",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,0
"student22",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0
"student22",73,2,2,2,4,4,2,3,2,2,4,2,3,2,4,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",80,3,3,2,4,4,1,3,2,2,4,1,3,2,4,4,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",87,1,1,1,4,4,4,4,1,1,4,1,2,1,3,4,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0
"student22",99,3,3,3,4,3,1,3,2,3,4,1,2,2,4,5,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student22",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,0
"student22",110,3,3,3,4,4,4,4,1,1,4,2,2,1,3,4,3,5,5,5,2,1,3,3,40,3,1,65,0
"student22",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",8,3,3,4,2,2,1,1,3,3,1,3,NA,NA,5,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",10,3,3,2,4,3,1,2,3,2,2,3,3,3,4,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",12,4,3,3,3,2,1,1,3,3,3,3,3,3,4,5,4,1,1,2,4,4,1,3,15,3,1,86,0
"student23",15,4,3,2,3,2,1,1,3,3,3,3,3,3,5,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",17,4,4,3,3,2,1,1,3,3,2,3,3,3,5,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",19,4,4,3,3,2,1,1,3,3,3,3,3,3,5,5,5,2,1,1,1,4,1,3,20,2,1,NA,0
"student23",22,3,3,3,4,3,1,2,3,3,3,3,3,3,5,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",24,2,3,2,3,2,1,2,3,2,3,2,3,3,5,5,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",26,3,3,2,4,3,1,2,2,2,4,3,3,2,4,5,4,2,1,1,4,3,1,4,25,3,1,73,0
"student23",29,3,2,2,3,4,4,4,2,2,4,1,2,2,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student23",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student23",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student24",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0
"student24",22,3,4,3,4,3,2,4,2,3,3,3,2,3,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student24",26,2,4,1,4,3,2,3,1,2,4,2,3,3,4,2,4,1,1,3,4,3,2,3,15,3,1,72,0
"student24",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0
"student24",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0
"student24",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0
"student24",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0
"student24",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,0
"student24",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0
"student24",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0
