"studentID","meas","Iv1_state","Av1_state","Uv1_state","Co1_state","Co2_state","Angst_abbruch_state","Angst_scheitern_state","Leist_verstehen_state","Leist_bearbeiten_state","Leist_stress_state","Leist_ueberfordert_state","Wiss_kommilitonen_state","Wiss_mathe_state","PANP01_state","PANP05_state","PANP08_state","PANN01_state","PANN05_state","PANN09_state","Block2_lerngruppe_state","Block2_abschreiben_state","Block2_durchhaltevermoegen_state","Block2_vorNachbereitung_state","Block2_zeitaufwand_state","Block2_anwesenheit_state","Block2_gruppe_state","Summe","event"
"student1",8,3,3,4,4,4,2,4,3,3,4,2,2,2,4,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",10,3,3,2,2,3,1,2,4,3,2,3,3,2,4,4,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",12,3,2,3,2,2,1,2,4,4,2,4,3,3,4,5,4,2,3,4,4,4,2,3,8,3,1,89,0
"student1",15,4,3,3,2,2,4,4,3,3,4,2,1,2,1,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",17,3,2,3,3,4,1,2,3,3,3,3,2,2,3,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",19,2,2,2,3,2,1,2,3,3,3,3,2,2,3,4,2,1,1,2,4,3,1,2,8,3,1,NA,0
"student1",22,2,2,4,2,3,1,2,2,4,3,3,3,3,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",24,2,2,2,4,4,2,4,1,1,4,2,2,1,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",26,2,1,3,4,4,3,4,2,1,4,2,1,1,2,3,2,4,5,5,4,3,3,2,9,3,1,87,0
"student1",29,2,2,3,4,4,2,4,2,2,4,2,2,2,2,2,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",31,3,2,2,4,4,1,4,3,3,4,2,2,2,2,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",33,3,2,3,4,4,1,2,3,2,3,3,2,2,2,3,1,1,1,2,4,3,1,3,10,3,1,80,0
"student1",36,2,2,3,4,4,1,2,3,3,2,3,2,2,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",38,3,3,3,3,3,1,4,3,3,3,3,3,2,3,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",40,3,2,3,3,3,1,4,3,2,3,3,3,2,4,4,2,3,2,2,4,4,2,2,8,3,1,39,0
"student1",43,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",45,2,2,3,3,3,3,4,3,3,3,2,2,2,3,3,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student1",47,2,2,3,3,3,2,4,2,2,3,2,2,2,3,3,2,2,3,3,4,4,2,3,8,3,1,69,0
"student1",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student1",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student1",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student1",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",8,3,4,3,3,2,1,2,4,4,1,4,3,3,4,5,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",10,2,3,3,4,3,1,2,3,3,3,3,2,2,4,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",12,2,4,2,4,4,3,4,1,1,4,1,1,1,5,4,4,5,4,4,1,2,1,4,7,3,1,45,0
"student10",15,4,4,3,2,3,3,4,3,2,4,2,2,2,4,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",17,3,4,2,3,3,2,4,3,3,4,2,2,2,4,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",19,3,4,2,3,3,2,4,3,3,4,2,2,2,4,4,4,3,2,2,1,4,1,3,7,2,1,NA,0
"student10",22,3,4,2,3,3,3,4,3,2,3,2,2,2,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",24,3,3,4,3,3,1,4,3,4,3,2,2,2,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",26,3,2,3,3,2,1,3,3,4,3,3,2,2,4,4,3,3,2,1,4,4,1,2,8,3,1,57,0
"student10",29,3,3,3,3,3,1,3,3,3,3,2,2,2,4,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",31,3,2,2,2,3,1,3,3,4,3,2,2,2,4,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",33,3,2,2,3,3,2,4,3,2,3,2,2,2,4,3,3,3,2,2,1,3,2,2,6,3,1,60,0
"student10",36,2,2,2,2,3,1,3,3,2,4,2,2,2,4,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",38,2,3,2,3,4,3,4,2,2,4,1,1,1,4,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",40,2,2,2,4,3,1,4,2,1,4,1,1,2,4,4,4,4,3,2,2,4,2,4,8,3,1,17,0
"student10",43,2,3,2,3,3,2,4,2,2,4,1,1,2,4,3,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",45,3,2,4,2,2,1,3,3,3,4,1,2,2,4,3,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",47,3,3,3,3,4,1,4,3,3,3,2,2,2,4,4,4,3,2,1,1,4,1,3,7,2,1,51,0
"student10",50,3,3,3,2,2,1,3,3,3,2,3,2,2,4,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",52,2,2,2,2,3,1,3,3,3,3,3,2,2,5,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student10",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0
"student10",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",80,2,3,2,3,3,3,4,2,2,4,2,1,1,2,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",92,3,4,4,3,3,2,4,3,2,3,2,2,2,3,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",106,3,3,3,3,3,2,4,3,2,3,2,2,2,3,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"student10",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student100",8,4,3,2,1,2,1,1,4,4,2,4,3,4,4,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",10,3,4,2,2,2,1,1,3,3,2,4,3,3,5,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",12,4,4,2,3,3,1,1,4,4,2,4,3,3,5,4,4,1,1,1,4,4,1,3,10,1,1,82,0
"student100",15,4,3,2,2,2,1,1,4,4,2,4,3,3,5,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",17,4,3,3,2,2,1,1,4,4,2,4,3,3,5,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",19,3,3,2,3,2,1,1,4,4,2,4,3,3,5,3,3,1,1,1,4,4,1,2,5,2,1,NA,0
"student100",22,4,3,2,2,2,1,1,4,4,2,3,3,3,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",24,4,3,2,2,2,1,1,4,3,4,3,4,3,5,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",26,4,4,2,2,2,1,1,4,4,2,4,4,3,5,3,3,1,1,1,4,4,1,2,12,NA,1,96,0
"student100",29,4,3,2,2,2,1,1,4,4,2,4,3,3,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",31,4,3,3,3,2,1,1,3,3,3,3,3,3,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0
"student100",36,3,3,1,2,2,1,1,3,3,2,4,3,3,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",38,3,2,2,2,2,1,1,4,4,3,3,3,3,5,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",40,4,4,2,2,2,1,1,4,4,2,3,3,3,4,2,1,1,1,1,4,4,1,3,15,2,1,88,0
"student100",43,4,3,2,2,3,1,1,4,4,2,3,4,3,5,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",45,4,4,2,2,3,1,1,4,4,2,4,4,4,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",47,3,3,2,1,1,1,1,4,4,2,4,4,3,4,2,1,1,1,1,4,4,1,2,10,3,1,69,0
"student100",50,4,3,3,1,1,1,1,4,4,2,4,4,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",52,3,3,2,2,2,1,1,3,4,2,4,3,3,5,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",54,4,3,3,2,2,1,1,4,4,2,4,4,3,4,2,1,1,1,1,4,4,2,3,15,3,1,NA,0
"student100",57,4,4,3,3,2,1,1,4,4,3,4,3,3,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",59,3,2,2,2,2,1,1,4,4,2,4,4,3,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",61,4,3,3,2,2,1,1,4,4,2,4,4,3,3,2,1,2,1,1,2,4,1,3,15,3,1,90,0
"student100",64,3,3,2,2,2,1,1,4,4,2,4,4,3,3,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",66,3,3,1,2,1,1,1,4,4,2,4,3,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",68,4,3,2,2,2,1,1,4,4,1,4,4,3,5,3,2,1,1,1,4,4,1,3,12,3,1,60,0
"student100",73,3,2,2,2,2,1,1,4,4,2,4,4,3,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",80,3,3,2,2,1,1,1,3,4,3,4,3,3,3,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",85,3,3,2,3,2,1,1,3,4,3,4,3,3,3,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",87,4,4,3,2,2,1,1,3,4,3,4,4,3,4,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",89,4,3,3,2,2,1,1,3,3,3,4,3,2,5,3,2,3,3,1,4,4,1,4,20,3,1,NA,0
"student100",92,4,3,4,3,2,1,1,3,3,2,4,3,3,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",94,3,3,3,2,2,1,1,4,3,3,4,4,4,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",96,3,3,3,2,2,1,1,3,3,2,4,4,3,5,2,2,1,1,2,4,4,2,2,10,3,1,80,0
"student100",99,4,4,3,2,2,1,1,3,3,3,4,3,3,4,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",101,4,3,3,2,2,1,1,3,3,2,3,3,2,4,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",103,4,4,3,2,2,1,1,3,4,2,3,3,3,4,2,2,2,2,1,2,4,2,3,15,3,1,NA,0
"student100",106,4,4,3,2,2,1,1,3,3,3,3,3,3,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",108,4,4,3,3,2,1,1,4,4,2,4,3,3,4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",110,4,4,3,2,1,1,1,3,4,2,4,3,3,5,3,2,2,2,2,2,4,2,1,5,3,1,NA,0
"student100",113,4,3,3,1,2,1,1,4,4,2,4,3,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",115,4,4,3,1,1,1,1,4,4,2,4,4,4,5,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",117,4,4,3,2,2,1,1,4,4,3,4,3,2,4,3,2,2,1,2,2,4,2,2,7,3,1,NA,0
"student100",120,NA,NA,NA,NA,1,1,1,3,1,3,4,3,2,4,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",122,NA,NA,NA,NA,NA,1,1,NA,NA,3,4,3,2,5,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",124,NA,NA,NA,NA,NA,1,1,NA,NA,3,4,2,2,5,2,2,3,3,3,2,NA,NA,2,8,1,2,NA,0
"student100",127,NA,NA,NA,NA,NA,1,1,NA,NA,4,3,2,2,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",129,NA,3,NA,NA,NA,1,1,NA,NA,3,3,2,2,5,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student100",131,NA,NA,NA,NA,NA,1,1,4,NA,3,4,3,2,5,3,3,4,3,2,4,NA,1,4,30,1,2,NA,0
"student101",8,4,4,4,2,2,1,1,4,2,1,4,3,2,4,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",10,3,4,3,2,2,1,2,3,4,2,3,3,3,5,4,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",12,2,4,4,3,2,1,1,3,3,2,4,3,3,5,4,4,3,1,1,2,3,2,2,4,3,1,70,0
"student101",15,3,4,3,3,2,1,1,4,3,2,4,3,3,4,3,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",17,3,4,3,3,2,1,1,4,4,2,4,3,3,5,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",19,3,4,3,3,2,1,1,4,4,2,4,3,3,4,3,3,2,1,1,3,4,1,1,10,3,1,NA,0
"student101",22,3,4,3,4,3,1,2,3,3,3,3,3,3,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",26,3,4,3,3,3,1,2,3,3,3,3,3,3,4,4,4,2,2,2,4,3,2,2,7,3,1,72,0
"student101",29,3,4,3,3,3,1,2,3,3,3,3,3,3,4,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",33,3,3,3,3,3,1,2,3,2,3,3,3,3,4,4,4,2,2,2,3,3,3,2,10,3,1,81,0
"student101",36,3,3,3,3,3,1,3,3,2,3,3,3,3,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",38,3,3,3,3,3,1,1,3,3,3,3,3,3,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0
"student101",43,3,3,3,2,2,1,2,3,3,2,3,3,3,4,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",45,2,3,3,3,3,1,3,2,3,3,3,3,2,4,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",47,3,3,3,3,3,1,2,3,3,3,3,3,3,4,3,3,2,1,1,2,3,3,1,10,3,1,88,0
"student101",52,3,4,3,3,3,1,2,3,2,2,3,3,3,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,0
"student101",57,3,3,3,2,2,1,3,2,3,3,3,2,2,3,3,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",59,3,3,3,3,3,1,2,2,3,2,3,2,2,3,3,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0
"student101",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0
"student101",85,3,3,3,3,2,1,2,3,3,2,3,3,3,4,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",87,3,3,3,2,2,1,2,3,3,2,3,3,3,4,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0
"student101",99,3,3,3,2,3,1,2,2,2,2,3,3,3,4,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",101,3,3,4,2,2,1,2,3,3,2,3,3,3,4,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",103,3,3,3,2,2,1,2,3,4,2,3,3,3,4,4,3,2,2,2,3,4,1,2,4,3,1,98,0
"student101",106,3,3,3,2,2,1,2,3,3,2,3,3,3,4,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",108,3,3,4,2,2,1,2,3,4,2,3,3,3,4,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",110,3,3,4,2,2,1,2,3,3,2,3,3,3,4,4,3,2,1,1,3,3,2,2,4,3,1,77,0
"student101",127,NA,NA,NA,NA,NA,1,2,NA,NA,2,3,3,3,3,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"student101",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",8,3,4,3,4,3,1,2,2,2,2,2,3,2,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0
"student102",22,2,4,2,4,3,1,2,3,3,3,3,3,3,4,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",24,2,4,2,4,3,2,3,3,2,4,2,3,2,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",26,4,4,2,3,3,2,3,3,2,3,2,3,2,4,4,3,3,3,4,4,2,1,3,20,3,1,67,0
"student102",29,3,4,2,4,3,2,3,3,3,3,2,3,2,5,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",31,3,4,2,4,3,2,3,3,2,3,2,3,2,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",33,3,4,2,4,3,1,3,2,2,3,3,2,2,3,4,2,4,3,3,3,2,2,2,25,3,1,75,0
"student102",36,3,4,2,4,3,2,3,3,3,3,3,3,2,4,3,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",38,3,4,2,4,3,2,3,3,2,3,3,3,2,3,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",40,2,4,2,4,4,2,3,2,2,3,2,2,2,4,4,3,NA,3,NA,3,3,2,2,20,3,1,38,0
"student102",45,3,3,2,4,4,4,4,2,2,4,2,2,1,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student102",47,3,4,2,4,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,3,2,2,2,20,3,1,85,0
"student102",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student102",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student102",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student102",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student102",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student102",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"student103",8,3,3,4,3,4,2,3,3,2,2,3,2,2,3,2,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student103",12,3,3,4,2,3,2,3,3,3,3,3,3,2,4,4,3,3,2,2,1,3,1,2,8,3,1,63,0
"student103",24,3,3,3,4,3,3,4,2,2,3,1,2,2,3,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0
"student103",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0
"student103",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0
"student103",36,2,3,3,3,3,3,3,2,3,2,2,3,2,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student103",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0
"student103",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0
"student103",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0
"student103",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0
"student103",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0
"student103",94,3,3,3,3,3,2,2,3,2,3,3,3,2,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student103",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0
"student103",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0
"student103",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0
"student103",113,3,3,3,2,3,1,3,2,2,3,2,2,1,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student103",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",8,2,3,2,4,3,1,3,2,3,3,2,2,3,4,3,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",10,2,2,1,3,3,3,3,2,2,3,2,2,2,3,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",12,2,3,2,4,4,3,4,2,3,4,1,2,2,3,2,2,3,2,2,3,2,3,2,5,3,1,53,0
"student104",15,2,3,2,3,4,2,2,2,3,3,2,3,2,4,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",17,2,3,2,3,3,2,3,3,2,3,2,2,2,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",19,2,2,2,3,3,2,3,2,2,3,2,2,2,4,3,3,1,1,1,3,3,3,2,6,2,1,NA,0
"student104",22,2,2,2,4,4,3,3,2,3,4,2,2,2,2,1,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",24,2,3,2,4,4,4,4,1,2,4,2,2,2,3,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",26,2,2,2,4,4,3,3,2,3,4,2,2,2,2,1,2,2,2,2,3,2,2,3,10,3,1,87,0
"student104",29,1,2,1,4,4,4,4,2,1,4,1,2,1,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",31,2,2,1,4,4,4,4,1,2,4,1,2,2,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",33,2,2,2,4,4,4,4,2,2,4,1,2,2,3,2,2,4,2,2,4,2,3,3,10,3,1,81,0
"student104",36,1,1,1,4,4,4,4,1,2,4,1,2,2,2,1,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",38,2,2,1,4,4,3,3,2,3,4,1,2,2,3,2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",40,2,2,1,4,4,4,4,2,2,4,1,2,2,3,4,2,3,2,2,4,3,3,3,10,3,1,41,0
"student104",43,2,2,2,4,4,3,3,2,3,4,1,2,2,3,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",45,1,2,1,4,4,4,4,2,3,4,1,2,2,3,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",47,2,2,1,4,4,4,4,2,2,4,1,2,2,4,4,4,3,2,2,4,3,3,2,15,3,1,51,0
"student104",50,2,2,2,4,4,4,4,2,3,4,1,2,2,3,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",52,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0
"student104",54,2,3,3,4,4,3,3,3,3,4,1,2,2,4,4,4,2,2,2,4,3,3,2,10,3,1,25,0
